sim analy
3.3938285714285715e-10 4.074855111216201e-08
3.3349799183673467e-10 4.074855111216201e-08
3.3978409795918367e-10 4.074855111216201e-08
3.409209469387755e-10 4.074855111216201e-08
3.3710915918367346e-10 4.074855111216201e-08
3.375104e-10 4.074855111216201e-08
6.637860571428571e-10 7.935244163947338e-08
6.658591346938775e-10 7.935244163947338e-08
6.666616163265306e-10 7.935244163947338e-08
6.556943673469388e-10 7.935244163947338e-08
6.578343183673469e-10 7.935244163947338e-08
6.607767510204082e-10 7.935244163947338e-08
6.651235265306123e-10 7.935244163947338e-08
6.686009469387755e-10 7.935244163947338e-08
6.647891591836735e-10 7.935244163947338e-08
6.71744e-10 7.935244163947338e-08
6.671297306122449e-10 7.935244163947338e-08
6.627829551020408e-10 7.935244163947338e-08
6.704065306122449e-10 7.935244163947338e-08
6.621810938775511e-10 7.935244163947338e-08
6.532869224489796e-10 7.935244163947338e-08
6.626492081632653e-10 7.935244163947338e-08
6.795013224489796e-10 7.935244163947338e-08
6.58101812244898e-10 7.935244163947338e-08
6.608436244897959e-10 7.935244163947338e-08
6.564968489795918e-10 7.935244163947338e-08
6.507457306122449e-10 7.935244163947338e-08
6.520163265306123e-10 7.935244163947338e-08
6.613117387755102e-10 7.935244163947338e-08
6.597736489795919e-10 7.935244163947338e-08
6.631841959183673e-10 7.935244163947338e-08
6.617798530612244e-10 7.935244163947338e-08
6.607767510204082e-10 7.935244163947338e-08
6.604423836734694e-10 7.935244163947338e-08
6.526850612244898e-10 7.935244163947338e-08
6.626492081632653e-10 7.935244163947338e-08
6.628498285714286e-10 7.935244163947338e-08
6.732152163265306e-10 7.935244163947338e-08
6.602417632653061e-10 7.935244163947338e-08
6.631841959183673e-10 7.935244163947338e-08
6.607767510204082e-10 7.935244163947338e-08
6.568312163265307e-10 7.935244163947338e-08
6.585699265306122e-10 7.935244163947338e-08
6.570318367346939e-10 7.935244163947338e-08
6.54825012244898e-10 7.935244163947338e-08
6.585030530612245e-10 7.935244163947338e-08
6.525513142857143e-10 7.935244163947338e-08
6.541562775510205e-10 7.935244163947338e-08
6.602417632653061e-10 7.935244163947338e-08
6.730145959183674e-10 7.935244163947338e-08
6.634516897959184e-10 7.935244163947338e-08
6.776288653061225e-10 7.935244163947338e-08
6.64655412244898e-10 7.935244163947338e-08
6.614454857142857e-10 7.935244163947338e-08
6.661935020408163e-10 7.935244163947338e-08
6.704734040816327e-10 7.935244163947338e-08
6.599073959183674e-10 7.935244163947338e-08
6.606430040816326e-10 7.935244163947338e-08
6.541562775510205e-10 7.935244163947338e-08
6.584361795918367e-10 7.935244163947338e-08
6.603755102040816e-10 7.935244163947338e-08
6.590380408163265e-10 7.935244163947338e-08
6.532200489795918e-10 7.935244163947338e-08
6.649897795918368e-10 7.935244163947338e-08
6.559618612244898e-10 7.935244163947338e-08
6.5536e-10 7.935244163947338e-08
6.637860571428571e-10 7.935244163947338e-08
6.524844408163265e-10 7.935244163947338e-08
6.571655836734694e-10 7.935244163947338e-08
6.524175673469388e-10 7.935244163947338e-08
6.684003265306122e-10 7.935244163947338e-08
6.55894987755102e-10 7.935244163947338e-08
6.641204244897959e-10 7.935244163947338e-08
6.634516897959184e-10 7.935244163947338e-08
6.664609959183673e-10 7.935244163947338e-08
6.517488326530613e-10 7.935244163947338e-08
6.567643428571429e-10 7.935244163947338e-08
6.674640979591837e-10 7.935244163947338e-08
6.700052897959184e-10 7.935244163947338e-08
6.633848163265306e-10 7.935244163947338e-08
6.572993306122449e-10 7.935244163947338e-08
6.664609959183673e-10 7.935244163947338e-08
6.599742693877551e-10 7.935244163947338e-08
6.605092571428571e-10 7.935244163947338e-08
6.653241469387755e-10 7.935244163947338e-08
6.607767510204082e-10 7.935244163947338e-08
6.570318367346939e-10 7.935244163947338e-08
6.478032979591837e-10 7.935244163947338e-08
6.486726530612244e-10 7.935244163947338e-08
6.498763755102041e-10 7.935244163947338e-08
6.564968489795918e-10 7.935244163947338e-08
6.589711673469387e-10 7.935244163947338e-08
6.658591346938775e-10 7.935244163947338e-08
6.609104979591837e-10 7.935244163947338e-08
6.758232816326531e-10 7.935244163947338e-08
6.727471020408164e-10 7.935244163947338e-08
6.574999510204082e-10 7.935244163947338e-08
6.554937469387755e-10 7.935244163947338e-08
6.625154612244898e-10 7.935244163947338e-08
6.543568979591837e-10 7.935244163947338e-08
6.579011918367347e-10 7.935244163947338e-08
6.622479673469388e-10 7.935244163947338e-08
6.644547918367346e-10 7.935244163947338e-08
6.574999510204082e-10 7.935244163947338e-08
6.653241469387755e-10 7.935244163947338e-08
6.660597551020408e-10 7.935244163947338e-08
6.612448653061224e-10 7.935244163947338e-08
6.691359346938775e-10 7.935244163947338e-08
6.675309714285715e-10 7.935244163947338e-08
6.616461061224489e-10 7.935244163947338e-08
6.477364244897959e-10 7.935244163947338e-08
6.614454857142857e-10 7.935244163947338e-08
6.665947428571428e-10 7.935244163947338e-08
6.497426285714286e-10 7.935244163947338e-08
6.619136e-10 7.935244163947338e-08
6.565637224489795e-10 7.935244163947338e-08
6.666616163265306e-10 7.935244163947338e-08
6.588374204081632e-10 7.935244163947338e-08
6.558281142857143e-10 7.935244163947338e-08
6.597067755102041e-10 7.935244163947338e-08
6.590380408163265e-10 7.935244163947338e-08
6.645216653061225e-10 7.935244163947338e-08
6.611779918367347e-10 7.935244163947338e-08
6.621142204081633e-10 7.935244163947338e-08
6.664609959183673e-10 7.935244163947338e-08
6.570987102040817e-10 7.935244163947338e-08
1.0899706775510204e-09 1.3082429567588856e-07
1.095788669387755e-09 1.3082429567588856e-07
1.1000685714285715e-09 1.3082429567588856e-07
1.0920437551020408e-09 1.3082429567588856e-07
1.0965242775510204e-09 1.3082429567588856e-07
1.0782678204081632e-09 1.3082429567588856e-07
1.0788028081632652e-09 1.3082429567588856e-07
1.0896363102040817e-09 1.3082429567588856e-07
1.0935149714285714e-09 1.3082429567588856e-07
1.083818318367347e-09 1.3082429567588856e-07
1.0937824653061224e-09 1.3082429567588856e-07
1.089301942857143e-09 1.3082429567588856e-07
1.0923781224489797e-09 1.3082429567588856e-07
1.0806083918367346e-09 1.3082429567588856e-07
1.0812771265306122e-09 1.3082429567588856e-07
1.0915087673469387e-09 1.3082429567588856e-07
1.0998010775510205e-09 1.3082429567588856e-07
1.0926456163265307e-09 1.3082429567588856e-07
1.0809427591836735e-09 1.3082429567588856e-07
1.0850220408163266e-09 1.3082429567588856e-07
1.0925787428571428e-09 1.3082429567588856e-07
1.0950530612244898e-09 1.3082429567588856e-07
1.0842864326530613e-09 1.3082429567588856e-07
1.0758603755102041e-09 1.3082429567588856e-07
1.0965242775510204e-09 1.3082429567588856e-07
1.0951199346938775e-09 1.3082429567588856e-07
1.0882319673469387e-09 1.3082429567588856e-07
1.0929131102040817e-09 1.3082429567588856e-07
1.087630106122449e-09 1.3082429567588856e-07
1.0937824653061224e-09 1.3082429567588856e-07
1.0849551673469387e-09 1.3082429567588856e-07
1.1026766367346939e-09 1.3082429567588856e-07
1.0956549224489795e-09 1.3082429567588856e-07
1.1020747755102041e-09 1.3082429567588856e-07
1.0983967346938775e-09 1.3082429567588856e-07
1.0793377959183673e-09 1.3082429567588856e-07
1.1055521959183673e-09 1.3082429567588856e-07
1.1018741551020408e-09 1.3082429567588856e-07
1.0824808489795919e-09 1.3082429567588856e-07
1.0913750204081633e-09 1.3082429567588856e-07
1.0967917714285714e-09 1.3082429567588856e-07
1.0719148408163265e-09 1.3082429567588856e-07
1.0874294857142857e-09 1.3082429567588856e-07
1.077799706122449e-09 1.3082429567588856e-07
1.093916212244898e-09 1.3082429567588856e-07
1.0917762612244897e-09 1.3082429567588856e-07
1.0867607510204083e-09 1.3082429567588856e-07
1.086560130612245e-09 1.3082429567588856e-07
1.0868944979591837e-09 1.3082429567588856e-07
1.0842864326530613e-09 1.3082429567588856e-07
1.1053515755102042e-09 1.3082429567588856e-07
1.0858913959183673e-09 1.3082429567588856e-07
1.0812102530612245e-09 1.3082429567588856e-07
1.0925787428571428e-09 1.3082429567588856e-07
1.0931137306122448e-09 1.3082429567588856e-07
1.0918431346938777e-09 1.3082429567588856e-07
1.0907731591836734e-09 1.3082429567588856e-07
1.0987311020408164e-09 1.3082429567588856e-07
1.0911744e-09 1.3082429567588856e-07
1.08522266122449e-09 1.3082429567588856e-07
1.0853564081632653e-09 1.3082429567588856e-07
1.0934480979591837e-09 1.3082429567588856e-07
1.0822133551020409e-09 1.3082429567588856e-07
1.0876969795918367e-09 1.3082429567588856e-07
1.089836930612245e-09 1.3082429567588856e-07
1.0718479673469388e-09 1.3082429567588856e-07
1.084888293877551e-09 1.3082429567588856e-07
1.0816783673469389e-09 1.3082429567588856e-07
1.0958555428571428e-09 1.3082429567588856e-07
1.0949193142857144e-09 1.3082429567588856e-07
1.0967248979591837e-09 1.3082429567588856e-07
1.0804077714285715e-09 1.3082429567588856e-07
1.0727841959183674e-09 1.3082429567588856e-07
1.0812102530612245e-09 1.3082429567588856e-07
1.0796052897959183e-09 1.3082429567588856e-07
1.093648718367347e-09 1.3082429567588856e-07
1.0983967346938775e-09 1.3082429567588856e-07
1.0990654693877551e-09 1.3082429567588856e-07
1.1015397877551021e-09 1.3082429567588856e-07
1.089301942857143e-09 1.3082429567588856e-07
1.086292636734694e-09 1.3082429567588856e-07
1.1044822204081632e-09 1.3082429567588856e-07
1.097728e-09 1.3082429567588856e-07
1.080274024489796e-09 1.3082429567588856e-07
1.0981292408163265e-09 1.3082429567588856e-07
1.0684374204081633e-09 1.3082429567588856e-07
1.0955880489795918e-09 1.3082429567588856e-07
1.0904387918367347e-09 1.3082429567588856e-07
1.0786690612244898e-09 1.3082429567588856e-07
1.0780672e-09 1.3082429567588856e-07
1.0959892897959184e-09 1.3082429567588856e-07
1.1015397877551021e-09 1.3082429567588856e-07
1.0871619918367347e-09 1.3082429567588856e-07
1.1012054204081632e-09 1.3082429567588856e-07
1.083550824489796e-09 1.3082429567588856e-07
1.0967917714285714e-09 1.3082429567588856e-07
1.0965911510204081e-09 1.3082429567588856e-07
1.1041478530612245e-09 1.3082429567588856e-07
1.0890344489795917e-09 1.3082429567588856e-07
1.1054853224489796e-09 1.3082429567588856e-07
1.069039281632653e-09 1.3082429567588856e-07
1.0942505795918367e-09 1.3082429567588856e-07
1.0978617469387755e-09 1.3082429567588856e-07
1.0949193142857144e-09 1.3082429567588856e-07
1.0874294857142857e-09 1.3082429567588856e-07
1.0846208e-09 1.3082429567588856e-07
1.1046159673469388e-09 1.3082429567588856e-07
1.107825893877551e-09 1.3082429567588856e-07
1.0940499591836734e-09 1.3082429567588856e-07
1.1054184489795919e-09 1.3082429567588856e-07
1.1009379265306122e-09 1.3082429567588856e-07
1.1096983510204082e-09 1.3082429567588856e-07
1.106755918367347e-09 1.3082429567588856e-07
1.1053515755102042e-09 1.3082429567588856e-07
1.0701092571428571e-09 1.3082429567588856e-07
1.0946518204081634e-09 1.3082429567588856e-07
1.095521175510204e-09 1.3082429567588856e-07
1.1088289959183673e-09 1.3082429567588856e-07
1.0795384163265306e-09 1.3082429567588856e-07
1.0885663346938776e-09 1.3082429567588856e-07
1.6404730775510204e-09 1.9516411322140753e-07
1.629104587755102e-09 1.9516411322140753e-07
1.6251590530612245e-09 1.9516411322140753e-07
1.6264296489795919e-09 1.9516411322140753e-07
1.6270315102040816e-09 1.9516411322140753e-07
1.6239553306122449e-09 1.9516411322140753e-07
1.6256271673469389e-09 1.9516411322140753e-07
1.6256271673469389e-09 1.9516411322140753e-07
1.614659918367347e-09 1.9516411322140753e-07
